"LER 14-001-01 for St. Lucie, Unit 2, Regarding Unit Shutdown Due to Leak on Safety Injection Tank Vent Valve Piping.",ML15043A156,2015-02-23,2015-01-30,286.99 Kb,5
LER 15-007-00 for Pilgrim Regarding Single Main Steam Isolation Valve Closure Resulting in Automatic Reactor Scram.,ML15307A006,2015-11-12,2015-10-20,287.16 Kb,7
LER-15-002-00 for Comanche Peak Nuclear Power Plant Regarding Reactor Trip Due To Feed Water Flow Controller Malfunction.,ML15357A030,2016-01-12,2015-12-01,292.3 Kb,5
"LER 15-002-00 for V.C. Summer, Unit 1, Regarding Low Oil Level Trip Renders Chillers Non-Functional and ""A"" Train of Charging System Inoperable.",ML15160A608,2015-06-17,2015-06-08,293.9 Kb,5
"LER 15-003-00 for Calvert Cliffs, Unit 1, Regarding Diesel Generator Inoperable Due to Lube Oil Filter Fouling Due to Coolant Leakby on a Cylinder Liner.",ML15317A007,2015-11-23,2015-11-09,294.22 Kb,5
"LER 15-002-01 for North Anna, Unit 1, Regarding Manual Reactor Trip Due to Inability to Maintain Main Generator Voltage in Specification.",ML15253A197,2015-09-18,2015-09-03,295.69 Kb,5
LER 15-006-00 for Pilgrim Regarding Ultimate Heat Sink and Salt Service Water System Declared Inoperable.,ML15289A231,2015-10-26,2015-10-07,295.83 Kb,7
"LER 15-001-00, for Nine Mile Point, Unit 2, Regarding Secondary Containment Inoperable Due to Sustained High Winds.",ML15078A042,2015-03-27,2015-03-12,296.21 Kb,7
"LER 15-002-01 for Dresden Nuclear Power Station, Unit 2, Regardng 2C ERV Failed to Actuate during Extent of Condition Testing.",ML15139A273,2015-05-28,2015-05-15,297.34 Kb,5
LER 15-001-00 for Perry Regarding Degraded Voltage Relay Found  Outside the Allowable Value.,ML15226A482,2015-08-24,2015-08-11,297.74 Kb,5
"LER 15-001-00 for Quad Cities, Unit 1 HPCI Watertight Door Found Open Results in Unit 2 HPCI Inoperability.",ML15121A819,2015-05-11,2015-04-22,299.23 Kb,5
LER 15-001-00 for Wolf Creek regarding Personnel Error Causes Two Inoperable Residual Heat Removal Trains.,ML15099A392,2015-04-17,2015-03-25,300.13 Kb,5
"LER 15-001-00 for Oconee Nuclear Station, Unit 3, Regarding Manual Reactor Trip Due to Unacceptable Main Feedwater Flow Control Valve Oscillations.",ML15098A472,2015-04-16,2015-03-31,303.78 Kb,6
"LER 15-002-00 for Turkey Point, Unit 4, Regarding Reactor Trip Resulting From Generator Differential Lockout.",ML15211A239,2015-08-07,2015-07-13,304.68 Kb,5
LER 15-002-00 for FitzPatrick Regarding Safety Relief Valve Upward Setpoint Drift.,ML15212A272,2015-08-10,2015-07-31,306.43 Kb,5
"LER 15-001-00 for Turkey Point, Unit 4 Regarding Automatic Auxiliary Feedwater System Actuation during a Planned Reactor Trip.",ML15050A241,2015-02-27,2015-01-29,306.6 Kb,5
"LER 15-001-00 for Braidwood Station, Unit 1 and 2, Regarding Main Steam Isolation Valve Technical Specifications Applicability - MSIV Operability Position Change.",ML15071A236,2015-03-20,2015-03-12,307.61 Kb,5
"LER 15-003-00 for Clinton Power Station, Unit 1 Regarding Condition Prohibited by Technical Specification 3.9.4 for Failing to Disarm Control Rod Drive Prior to Fuel Moves in Modes 5 with One Control Rod Position Indication Channel Inoperable.",ML15187A170,2015-07-14,2015-06-29,308.1 Kb,5
"LER 15-001-00 for D.C. Cook, Unit 2, Regarding Manual Reactor Trip Due to a Secondary Plant Transient.",ML15169B035,2015-06-26,2015-06-17,308.76 Kb,6
LER 15-002-00 for Wolf Creek Regarding Two Control Room Air Conditioning Trains Inoperable Due to Failure to Meet Surveillance Requirement.,ML15173A094,2015-06-30,2015-06-15,309.95 Kb,5
"LER 15-003-00 for Dresden, Unit 2, Regarding Turbine Building to Reactor Building Interlock Doors Open Simultaneously.",ML15306A447,2015-11-10,2015-10-30,311.54 Kb,5
"LER 15-002-00 for Cooper Nuclear Station, Regarding Failure of Main Steam Differential Pressure Indicating Switches Results in a Condition Prohibited by Technical Failure of Main Steam Differential Pressure Indicating Switches Results in a Condition...",ML15111A448,2015-04-29,2015-04-16,312.05 Kb,5
"LER 15-001-00 for Comanche Peak Nuclear Power Plant, Unit 1, Regarding Unanalyzed Condition During MSSV Testing.",ML15119A227,2015-05-07,2015-04-20,313.58 Kb,5
"LER 15-002-00 for Nine Mile Point, Unit 2, Regarding Manual Reactor Scram Due to Unexpected Reactor Water Level Change.",ML15142A727,2015-06-02,2015-04-20,315.32 Kb,7
"LER 15-008-00 for Waterford, Unit 3, Regarding Automatic Reactor Trip Due to Failed Circuit Card in Control Element Assembly Calculator 2.",ML15336A959,2015-12-10,2015-12-02,317.32 Kb,8
"LER 15-001-00 for Calvert Cliffs Nuclear Power Plant, Unit 1, Regarding Component Cooling and Shutdown Heat Exchanger Lineup Potential to Exceed Design Basis Temperatures.",ML15084A008,2015-04-02,2015-03-20,318.12 Kb,5
"LER 15-001-00 for Nine Mile Point Nuclear Station, Unit 1 Regarding Secondary Containment Inoperable Due to Simultaneous Opening of Airlock Doors.",ML15112B180,2015-04-30,2015-04-10,318.52 Kb,7
"LER 15-002-01 for Brunswick Steam Electric Plant (BSEP), Unit 2, Regarding Setpoint Drift in Main Steam Line Safety/Relief Valves Results in Three Valves Inoperable.",ML15196A033,2015-07-23,2015-06-26,318.94 Kb,6
LER 15-001-00 for Davis-Besse Nuclear Power Station Regarding Borated Water Storage Tank (BWST) Rendered Inoperable due to Use of Non-Seismic Purification System.,ML15103A026,2015-04-27,2015-04-08,318.97 Kb,5
"LER 15-001-00 for Peach Bottom, Unit 2, Regarding Condition Prohibited by Technical Specification due to Insufficient Remote Shutdown System Surveillance Testing.",ML15293A152,2015-10-28,2015-10-20,322.29 Kb,5
"LER 15-002-00 for Nine Mile Point, Unit 1, Secondary Containment Inoperable Due to Simultaneous Opening of Airlock Doors.",ML15119A225,2015-05-07,2015-04-21,322.86 Kb,7
"LER 15-001-00 for Oconee, Unit 2, Regarding Valid Emergency Feedwater System Actuation Caused by a Main Feedwater System Block Valve Malfunction.",ML15275A088,2015-10-13,2015-09-25,324.52 Kb,6
LER 15-002-01 for Wolf Creek Regarding Two Control Room Air Conditioning Trains Inoperable Due to Failure to Meet Surveillance Requirement.,ML15246A122,2015-09-14,2015-08-26,331.86 Kb,5
"LER 15-002-00 for Calvert Cliffs, Units 1 and 2, Regarding Automatic Reactor Trips Due to Transmission System Disturbance.",ML15160A321,2015-06-17,2015-06-05,333.46 Kb,6
LER 15-001-01 for Davis-Besse Regarding Borated Water Storage Tank (BWST) Rendered inoperable due to Use of Non-Seismic Purification System.,ML15314A660,2015-11-19,2015-11-02,333.88 Kb,5
"LER 15-001-00 for North Anna Power Station Regarding Automatic Reactor Trip Due to Low-Low Level on ""B"" Steam Generator.",ML15118A568,2015-05-06,2015-04-24,334.3 Kb,5
"LER 14-005-001 for Clinton, Unit 1, Regarding Failure of Shutdown Service Water Pump Results in Loss of Division 3 Emergency Diesel Generator and High Pressure Core Spray Safety Functions.",ML16006A047,2016-01-14,2015-12-31,336.23 Kb,5
"LER 15-002-00 for Shearon Harris, Unit 1, Regarding Breakers to the 'A' and 'B' Train Control Room Normal Intake Isolation Damper Motor Actuators Tripped Open.",ML15161A313,2015-06-18,2015-06-03,340.32 Kb,5
LER 15-004-00 for Davis-Besse Regarding Operation During Previous Cycle with Axial Power Shaping Rod Fully Inserted.,ML15288A128,2015-10-23,2015-10-12,341.49 Kb,5
"LER 15-004-00 for Quad Cities, Unit 1, Regarding Automatic Depressurization System Trip Logic Failure.",ML15154A562,2016-03-28,2015-05-20,342.52 Kb,5
"LER 15-004-00 for Byron, Unit 1, Regarding Unanalyzed Condition Due to a Design Deficiency With Pressurizer Power Operated Relief Valve Circuitry That Could Prevent Valve Manual Closure to Mitigate Spurious Operation.",ML15292A015,2015-10-27,2015-10-19,343.36 Kb,5
"LER 15-005-00 for Indian Point, Unit 3, Regarding Automatic Reactor Trip Due to a Turbine-Generator Trip Caused by the Trip of 345kV Main Generator Output Breaker 3 Due to a Failure of South Ring Bus 345kV Breaker 5"".",ML15232A018,2015-08-28,2015-08-14,343.49 Kb,5
"LER 14-003-00 for Comanche Peak, Regarding Safety Chiller Inoperable for Longer Than Allowed by Technical Specifications.",ML15035A064,2015-02-12,2015-01-19,344.73 Kb,6
LER 15-004-00 for Pilgrim Regarding 480 Volt Bus B6 Auto Transfer Function Degraded.,ML15175A416,2015-07-02,2015-06-22,344.8 Kb,7
"LER 15-002-00 for Grand Gulf, Unit 1 Regarding Loss of Secondary Containment Differential Pressure during Drawdown Testing.",ML15329A211,2015-12-04,2015-11-25,348.13 Kb,6
"LER 15-001-00 for Palo Verde Nuclear Generating Station, Unit 3 Regarding Leakage from Reactor Coolant Pump 2A Suction Pipe Instrument Nozzle.",ML17026A252,2017-02-03,2015-06-05,353.5 Kb,6
LER 14-005-00 for Perry Nuclear Power Plant Regarding Loss of Feedwater Results in Automatic Reactor Protection System Actuation.,ML15009A030,2015-01-20,2015-01-06,354.33 Kb,5
"LER 15-006-00 for Waterford 3 Steam Electric Station, Regarding Void Discovered in Low Pressure Safety Injection System Piping.",ML15230A440,2015-08-26,2015-08-18,357.1 Kb,8
"LER 14-005-00 for Quad Cities Nuclear Power Station Unit 1, Regarding Main Control Room Door Unable to Close Causes Loss of Control Room Envelope Boundary.",ML15058A031,2015-03-09,2015-02-13,357.27 Kb,5
LER 15-010-00 for Pilgrim Regarding Motor-Operated Valve Control Circuit Vulnerability to Information Notice 92-18 Concern.,ML15335A066,2015-12-09,2015-11-19,358.62 Kb,7
"LER 15-003-00 for Callaway, Unit 1, Regarding Reactor Trip Caused by Transmission Line Fault.",ML15274A489,2015-10-09,2015-10-01,361.98 Kb,7
"LER 14-007-01 for Nine Mile Point, Unit 2 Regarding Secondary Containment Inoperable Due to Simultaneous Opening of Airlock Doors.",ML15313A025,2016-05-17,2015-10-05,364.57 Kb,8
LER 15-006-01 for Columbia Regarding Postulated Multiple Spurious Operations Scenario That Could Adversely Impact Post-Fire Safe Shutdown.,ML16011A118,2016-01-19,2015-12-22,379.51 Kb,4
"LER 14-003-01 for River Bend, Unit 1, Regarding Operations Prohibited by Technical Specifications Due to Concurrent Inoperability of Reactor Protection System Channels.",ML15300A262,2015-11-04,2015-10-13,379.74 Kb,5
"LER 14-002-00 for Oconee Nuclear Station, Unit 1, Regarding Deficiency in Loss of Coolant Accident Analysis Adversely Affected Predicted Peak Cladding Temperature.",ML15028A194,2015-02-05,2015-01-26,381.5 Kb,6
"LER 15-004-00 for Palo Verde, Unit 3, Regarding Condition Prohibited by Technical Specifications 3.0.4 and 3.7.2 Due to an Inoperable Main Steam Isolation Valve.",ML15282A584,2015-10-20,2015-10-09,382.82 Kb,7
"LER 15-002-00 for Brunswick, Unit 1, Regarding Emergency Diesel Generator Loss of Safety Function.",ML15149A148,2015-06-08,2015-05-20,384.52 Kb,7
"LER 15-001-00 for South Texas Project, Unit 2, Regarding Technical Specification Action Statement Time Exceeded Due to Turbine-Driven Auxiliary Feedwater Pump Test Failure Not Recognized.",ML15133A323,2015-05-21,2015-05-05,387.62 Kb,7
LER 15-001-01 for Oyster Creek Regarding Reactor SCRAM Due to EPR Failure During MPR Troubleshooting.,ML15254A046,2015-09-21,2015-08-24,390.49 Kb,4
"LER 15-002-01 for Millstone, Unit 2, Regarding Degraded Emergency Core Cooling System Check Valve.",ML15356A202,2015-12-31,2015-12-11,391.83 Kb,8
"LER 14-002-01 for Palo Verde, Unit 2 Regarding Technical Specification (TS) Required Plant Shutdown Due to a Dropped Control Element Assembly.",ML15117A013,2015-05-05,2015-04-21,395.04 Kb,6
"LER 15-001-00 for McGuire, Unit 2, Regarding Auxiliary Feedwater System Actuation While in Mode 4.",ML15343A011,2015-12-17,2015-12-07,395.26 Kb,7
"LER 15-002-00 for Millstone Power Station, Unit 2, Regarding Degraded Emergency Core Cooling System Check Valve.",ML15229A166,2015-08-25,2015-08-10,395.64 Kb,8
"LER 15-009-00 for Quad Cities, Unit 1, Regarding Loss of Control Room Emergency Ventilation System Due to Air Filtration Unit Damper Failure.",ML15289A232,2015-10-26,2015-09-24,395.85 Kb,6
"LER 15-002-00 for LaSalle, Unit 2 Regarding Two Main Steam Safety Relief Valves Failed Inservice Inspection Pressure Test.",ML15105A268,2015-04-23,2015-04-15,396.77 Kb,4
"LER 15-006-00 for Indian Point Unit No. 3 Regarding ""Technical Specification Prohibited Condition Due to Two Pressurizer Code Safety Valves Discovered Outside Their As-Found Lift Setpoint Test Acceptance Criteria"".",ML15251A236,2015-09-16,2015-08-28,400.21 Kb,5
LER 15-001-00 for Cooper Nuclear Station Regarding Valve Test Failures Result in a Condition Prohibited by Technical Specifications and a Loss of Safety Function.,ML15091A312,2015-04-09,2015-03-26,402.55 Kb,6
"LER 15-002-00 for Callaway, Unit 1, Regarding Manual Auxiliary Feedwater System Actuation.",ML15260B078,2015-09-25,2015-09-17,402.74 Kb,8
"LER 15-003-00 for Braidwood, Unit 1, Regarding Unanalyzed Condition Due to a Design Deficiency With Pressurizer Power Operated Relief Valve Circuitry That Could Prevent Valve Manual Closure to Mitigate Spurious Operation.",ML15292A027,2015-10-27,2015-10-19,403.06 Kb,5
"LER 15-003-00 for Sequoyah, Unit 1, Regarding Manual Reactor Trip due to Loss of Power to the Vital Instrument Power Board 1-II.",ML15322A054,2015-11-27,2015-11-13,404.3 Kb,7
"Forwards LER 15-004-01 for Waterford 3, Regarding Emergency Feedwater System Flow Oscillations and LER 15-005-01 Regarding Manual Reactor Trip Due to Low Steam Generator Levels.",ML15233A088,2015-08-31,2015-08-21,404.4 Kb,19
"LER 15-004-00 for Indian Point, Unit 3, Regarding Automatic Reactor Trip Due to a Turbine-Generator Trip Caused by a Failure of the 31 Main Transformer.",ML15195A424,2015-07-22,2015-07-07,405.04 Kb,6
"LER 15-001-00 for Quad Cities, Units 1 and 2, Regarding Unit 0 Fuel Oil Transfer Pump Feed Breaker Found Tripped.",ML15100A009,2015-04-20,2015-03-06,406.46 Kb,6
"LER 15-001-00 for Sequoyah, Unit 1, Regarding Automatic Reactor Trip Due to Negative Rate Trip as a Result of a Dropped Control Rod.",ML15134A161,2015-05-22,2015-05-11,407.34 Kb,8
"LER 15-002-00 for Vogtle Electric Generating, Unit 2 Regarding Inadvertent Auxiliary Feedwater Actuation.",ML15133A309,2015-05-21,2015-05-13,407.72 Kb,5
"LER 15-005-00 for Quad Cities, Unit 1, Regarding Manual Scram Due to Steam Leak on Turbine Throttle Pressure Sensing Line.",ML15161A314,2015-06-18,2015-06-01,410.18 Kb,6
"LER 15-001-01 for Cooper, Regarding Valve Test Failures Result in a Condition Prohibited by Technical Specifications and a Loss of Safety Function.",ML15320A010,2015-11-24,2015-11-05,413.35 Kb,6
"LER 15-003-00 for Davis-Besse, Unit 1, Regarding Inadvertent Breaker Operation Renders Control Room Emergency Air Temperature Control System Inoperable.",ML15239A294,2015-09-04,2015-08-25,417.79 Kb,6
"LER 15-002-00 for Palo Verde Nuclear Generating Station (PVNGS), Unit 3, Regarding Condition Prohibited by Technical Specification 3.0.4 Due to an Inoperable Atmospheric Dump Valve (ADV).",ML15188A348,2015-07-15,2015-06-26,418.09 Kb,7
"LER 15-004-00 for Nine Mile Point, Unit 1, Regarding Automatic Reactor Scram Due to Main Steam Isolation Valve Closure.",ML15331A038,2015-12-07,2015-11-03,419.18 Kb,8
LER 15-006-00 for James A. Fitzpatrick Regarding Secondary Containment Differential Pressure Excursion.,ML15327A362,2015-12-02,2015-11-23,421.73 Kb,4
"LER 15-001-00 for Joseph M. Farley Nuclear Plant, Unit 2, Regarding Turbine Driven Auxiliary Feedwater Pump in a Condition Prohibited by Technical Specifications due to a Design Issue.",ML15068A216,2015-03-17,2015-03-09,423.31 Kb,6
LER 2015-002-00 from  Monticello Nuclear Generating Plant Regarding Loss of Shutdown Cooling Due to Improperly Landed Jumper Wire.,ML15180A322,2015-07-08,2015-06-29,423.61 Kb,4
LER 15-002-00 for Duane Arnold Energy Center Regarding Unanalyzed Condition Due to Degraded Primary Containment Suppression Pool Coating.,ML15246A434,2015-09-14,2015-06-01,424.59 Kb,6
"LER 15-003-00 for Grand Gulf, Unit 1, Regarding Technical Specification Surveillance on Primary Containment Isolation Valves.",ML15344A266,2015-12-18,2015-12-10,425.34 Kb,6
"LER 15-001-00 for Palo Verde, Unit 2 Regarding Condition Prohibited by Technical Specification (TS) Limiting Condition for Operation (LCO) 3.3.5, Engineered Safety Features Actuation System (ESFAS).",ML15091A392,2015-04-09,2015-03-25,425.55 Kb,6
"LER 15-002-00 for Quad Cities Nuclear Power Station, Unit 1, Regarding HPCI Interlock Doors Opened Simultaneously Cause Loss of Secondary Containment.",ML15105A040,2015-04-23,2015-04-06,427.94 Kb,6
"LER 15-003-00 for Indian Point, Unit 3, Regarding Technical Specification Prohibited Condition Caused by Failure to Meet Containment Fan Cooler Unit Service Water (SW) Flow Rate Due to Improper SW Surveillance Test Configuration.",ML15166A036,2015-06-23,2015-06-08,428.06 Kb,6
"LER 15-002-00 for Braidwood, Unit 2, Regarding Automatic Actuation of Auxiliary Feedwater and Automatic Reactor Trip Signal Due to Startup Feedwater Pump Failing to Start on Demand and Motor Driven Feedwater Pump Elevated Bearing Temperature Exceeding...",ML15338A144,2015-12-14,2015-12-04,428.8 Kb,4
"LER 15-002-00 for Edwin I. Hatch Nuclear Plant Unit 1, Regarding 1A Plant Service Water Pump Misalignment Results in a Condition Prohibited by Tech Specs.",ML15246A537,2015-09-14,2015-09-03,432.9 Kb,6
"LER 15-002-01 for Brunswick, Unit 1, Regarding Emergency Diesel Generator Loss of Safety Function.",ML15329A374,2015-12-04,2015-11-16,434.21 Kb,7
"LER 15-001-00 for Indian Point 2, Regarding Technical Specification (TS) Prohibited Condition Due to an Inoperable Containment Caused by a Service Water Pipe Leak with a Flaw Size that Results in Exceeding the Allowed Leakage Rate for Containment.",ML15292A217,2015-10-27,2015-10-09,437.08 Kb,7
"LER 15-001-00 for Sequoyah, Unit 2, Regarding Automatic Reactor Trip Due to Failure of Main Generator C-Phase Neutral Current Transformer Cable.",ML15126A276,2015-05-14,2015-05-01,439.04 Kb,8
LER 14-006-01 for Oyster Creek Regarding Reactor SCRAM Due to Decreasing Reactor Water Level.,ML15251A205,2015-09-16,2015-08-24,439.51 Kb,4
"LER 15-007-00 for Quad Cities, Units 1 and 2, Regarding Loss of Main Control Room Envelope Boundary Due to Damper Inspection.",ML15222A247,2015-08-18,2015-07-24,442.03 Kb,6
"LER 15-001-00 for Vogtle, Unit 2 Regarding Automatic Reactor Trip and Safety Injection Due to Main Steam Isolation Valve Closure.",ML15133A299,2015-05-21,2015-05-13,442.26 Kb,5
"LER 14-003-01 for Callaway Plant Unit 1, Regarding Inverter NN11 Inadvertantly Transferred to its Alternate AC Source.",ML15064A072,2015-03-13,2015-03-05,446.98 Kb,10
"LER 15-002-00 for Indian Point, Unit 3, Regarding Technical Specification Prohibited Condition Caused by Three Main Steam Safety Valves Outside Their As-Found Lift Set Point Test Acceptance Criteria.",ML15125A019,2015-05-13,2015-04-27,448.69 Kb,6
"LER 15-004-00 for Waterford, Unit 3, Regarding Emergency Feedwater System Flow Oscillations and LER 15-005-00 Regarding Manual Reactor Trip Due to Low Steam Generator Levels.",ML15212A743,2015-08-10,2015-07-31,449.45 Kb,19
LER 14-011-00 for Monticello Nuclear Generating Plant Regarding Two Emergency Diesels Inoperable Due to Human Error.,ML15057A538,2015-03-06,2015-02-26,449.67 Kb,5
"LER 15-001-00 for Indian Point, Unit 3 Regarding Safety System Functional Failure Due to Inoperable Refueling Water Storage Tank Level Alarms Due to Freezing of the Level Instrument Sensing Lines Caused by a Failed Strip Heater.",ML15069A080,2015-03-18,2015-03-03,450.01 Kb,6
"LER 14-004-00 from Quad Cities, Units 1 & 2 Regarding Reactor Building Interlock Doors Opened Simultaneously Cause Loss of Secondary Containment.",ML15029A494,2015-02-06,2015-01-16,455.55 Kb,6
LERs 15-001-01 and 15-003-01 for Duane Arnold Regarding Both Doors in Secondary Containment Airlock Opened Concurrently.,ML15181A336,2015-07-09,2015-06-25,462.68 Kb,7
"LER 15-001-00 for LaSalle County Station Unit 2, Regarding High Pressure Core Spray Inoperable Due to Division 3 Diesel Generator Cooling Water Pump Casing Leak.",ML15058A462,2015-03-09,2015-02-27,464.13 Kb,4
LER 15-004-00 for James A. FitzPatrick Regarding Concurrent Opening of Reactor Building Airlock Doors.,ML15314A800,2015-11-19,2015-11-06,465.99 Kb,5
"LER 15-003-01 for Brunswick, Unit 2, Regarding Oil Leak Renders Residual Heat Removal Service Water System Pump Inoperable.",ML15233A025,2015-08-31,2015-08-05,466.55 Kb,8
"LER 15-001-00 for Byron Station, Unit 1 - Inadequate Application of Technical Specifications Related to Main Steam Isolation Valves and Actuator Trains.",ML15070A013,2015-03-19,2015-03-11,466.74 Kb,5
LER 15-005-00 for James A. Fitzpatrick Regarding Damper Failure Leads to Secondary Containment Vacuum Below Technical Specification Limit.,ML15321A447,2015-11-25,2015-11-17,471.89 Kb,5
"LER 15-003-00 for Quad Cities, Unit 2, Regarding Main Steam Isolation Valve Local Leak Rates Exceed Technical Specifications Limits.",ML15128A530,2015-05-18,2015-04-29,472.33 Kb,6
"LER 15-002-00 for LaSalle County Station Units 1 and 2, Regarding Valve Control Power Breaker-Fuse Coordination Issue Results in Unanalyzed Condition.",ML15041A831,2015-02-19,2015-02-10,476.09 Kb,4
"LER 15-004-01 for Shearon Harris, Unit 1, Regarding Failure of ""A"" Train Emergency Service Water Pump.",ML15232A056,2015-08-28,2015-08-20,476.36 Kb,6
LER 15-001-00 for Pilgrim Nuclear Power Station Regarding Loss of 345KV Power Resulting in Automatic Reactor Scram During Winter Storm Juno.,ML15097A259,2015-04-15,2015-04-01,477.85 Kb,9
"LER 15-002-00 for Indian Point, Unit 2, Regarding Safety System Functional Failure Due to Fuses for Residual Heat Removal Heat Exchanger Outlet Valves That Would Not Remain Operable Under Degraded Voltage Conditions.",ML15300A059,2015-11-04,2015-10-19,478.02 Kb,7
"LER 15-008-00 for Quad Cities, Unit 1, Regarding Interlock Doors Opened Simultaneously Cause Loss of Secondary Containment.",ML15239A751,2015-09-04,2015-08-17,479.62 Kb,6
"LER 15-001-01 for Sequoyah, Unit 1, Regarding Automatic Reactor Trip Due to Negative Rate Trip as a Result of a Dropped Control Rod.",ML15335A069,2015-12-09,2015-11-24,486.36 Kb,8
"LER 15-002-00 for Davis-Besse Nuclear Power Station, Regarding Improper Flow Accelerated Corrosion Model Results in 4-Inch Steam Line Failure and Manual Reactor Trip.",ML15194A013,2015-07-21,2015-07-08,487.55 Kb,7
LER 15-003-00 for James A. Fitzpatrick Regarding Roof Maintenance Results in Secondary Containment Vacuum Below Technical Specification Limit.,ML15261A514,2015-09-28,2015-09-18,488.46 Kb,6
LER 14-005-01 for Oyster Creek Regarding Secondary Containment Declared Inoperable.,ML15239A752,2015-09-04,2015-08-14,495.42 Kb,4
"LER 13-004-01 for Oconee Nuclear Station, Unit 1, Regarding High Cycle Fatigue Resulted in Reactor Coolant Leak and Unit Shutdown.",ML15055A597,2015-03-04,2015-02-19,496.21 Kb,8
"LER 15-002-00 for Sequoyah, Unit 1, Regarding Automatic Reactor Trips Due to Improper Wire Termination in Main Generator Voltage Regulator Circuit.",ML15268A082,2015-10-05,2015-09-22,496.3 Kb,9
"LER 15-002-01 for Indian Point 3, Regarding Technical Specification Prohibited Condition Caused by Four Main Steam Safety Valves Outside Their As-Found Lift Set Point Test Acceptance Criteria.",ML15194A040,2015-07-21,2015-07-07,496.35 Kb,6
LER 15-002-00 for Pilgrim Regarding Main Steam Safety Relief Valves Determined to be Inoperable Following Evaluation.,ML15135A242,2015-05-26,2015-05-12,500.42 Kb,9
"LER 15-007-00 for Salem Generating Station, Unit 1, Regarding Inoperable Control Room Emergency Air Conditioning System Due to Failed Charcoal Filter Surveillance Test.",ML15341A146,2015-12-15,2015-12-07,501.28 Kb,6
LER 15-001-00 for E.I. Hatch Regarding Main Steam Isolation Valves (MSIVs) Fail to Meet Surveillance Reequirements.,ML15092A413,2015-04-14,2015-04-01,505.36 Kb,7
LER 2015-005-00 for Pilgrim Nuclear Power Station Regarding Degrading Condenser Vacuum Resulting in Manual Reactor Scram.,ML15212A019,2015-08-10,2015-07-21,515.83 Kb,9
LER 15-003-00 for Monticello Regarding Use of the Reactor Water Cleanup System to Lower Level without Declaring an Operation With a Potential to Drain the Reactor Vessel (OPDRV) With Secondary Containment Inoperable.,ML15194A408,2015-07-21,2015-07-13,517.95 Kb,5
"LER 15-007-00 for Indian Point, Unit 3, Regarding Manual Reactor Trip Due to Decreasing Steam Generator Water Levels Caused by a Miss-Wired Circuit Board in the Main Feedwater Pump Speed Control System.",ML15260B174,2015-09-25,2015-09-08,522.72 Kb,7
"LER 15-003-00 for Farley, Unit 1, Regarding Failure to Meet a Technical Specification Completion Time for Reportability.",ML15197A386,2015-07-24,2015-07-16,530.25 Kb,6
"LER 15-006-00 for Quad Cities Nuclear Power Station, Units 1 and 2, Regarding Interlock Doors Opened Simultaneously Cause Loss of Secondary Containment.",ML15188A031,2015-07-15,2015-06-24,539.73 Kb,7
"LER 15-001-00 for Catawba Nuclear Station, Unit 2, Regarding Auxiliary Feedwater (AFW) System Train 2A and Its Automatic Transfer Function to the Nuclear Service Water System (NSWS) Were Determined to Have Been Inoperable in Violation of Technical.....",ML15175A199,2015-07-02,2015-06-19,556.28 Kb,9
"LER 14-001-02 for Dresden, Unit 3, Regarding Electromatic Relief Valve Failed to Actuate During Surveillance Testing, and LER 15-002-02 for Dresden, Unit 2, Regarding 2C ERV Failed to Actuate During Extent of Condition Testing.",ML15223A439,2015-08-19,2015-08-07,556.87 Kb,10
LER 15-001-00 for Monticello Regarding Operations With a Potential to Drain the Reactor Vessel (OPDRV) Without Secondary Containment Operable.,ML15167A442,2015-06-24,2015-06-16,563.82 Kb,4
"LER 15-001-01 for Prairie Island Nuclear Generating Plant Unit 2, Regarding 21 Fan Coil Unit Leak - Containment Declared Inoperable.",ML15272A483,2015-10-07,2015-09-24,567.24 Kb,9
LER 15-003-00 for Oyster Creek Regarding Failure of the No. 1   Emergency Diesel Generator to Start During Surveillance Testing.,ML16014A738,2016-01-26,2015-12-31,581.66 Kb,5
LER 15-001-00 for James A. FitzPatrick Regarding COLR Thermal Limits Exceeded With Elevated Fuel Support Piece.,ML15180A207,2015-07-08,2015-06-29,632.52 Kb,5
"LER 15-001-00 for Braidwood Station, Unit 2, Regarding Steam generator atmospheric relief manual isolation valve fails to close during quarterly surveillance due to long term corrosion.",ML15096A498,2015-04-14,2015-03-27,672.75 Kb,6
"LER 15-003-00 for Shearon Harris, Unit 1, Regarding Reactor Vessel Head Nozzle Repairs.",ML15148A521,2015-06-05,2015-05-28,675.46 Kb,5
"LER 15-002-00 for Prairie Island Nuclear Generating Plant, Regarding 21 Feedwater Pump Lockout, Unit 2 Reactor Trip Due to Pressure Switch Failure.",ML15152A400,2015-06-09,2015-06-01,676.84 Kb,5
"LER 15-002-00 for Browns Ferry, Unit 2, Regarding High Pressure Coolant Injection System Inoperable Due to Turbine Steam Supply Valve Packing Failure.",ML15320A421,2015-11-24,2015-11-16,688.23 Kb,8
"LER 14-004-01 for Prairie Island Nuclear Generating Plant (PINGP), Unit 1, Regarding Regarding Unanalyzed Condition Due To Lack of Appropriate Fuse Protection - Supplement.",ML15090A656,2015-04-08,2015-03-31,703.22 Kb,5
"LER 15-003-00 for Prairie Island, Unit 2, Regarding Turbine/Reactor Trip - Low Bearing Oil Pressure.",ML15217A019,2015-08-13,2015-08-05,728.46 Kb,5
